activity_ts,crm_id,owner_included,duration_in,duration_out,n_recipients,n_to
2021-02-23 22:08:40,0064v00001q4gXDAAY,0,288,1798,1,1
2021-02-23 22:09:12,0064v00001fhhaOAAQ,0,432,2698,1,1
2021-02-23 22:09:12,0064v00001qHcZJAA0,0,432,2698,1,1
2021-02-23 22:10:14,0064v00001q42xFAAQ,0,37,231,2,1
2021-02-23 22:12:58,0064v00001fhhaOAAQ,1,16,96,3,2
2021-02-23 22:12:58,0064v00001qHcZJAA0,1,16,96,3,2
2021-02-23 22:28:50,0064v00001fhhaOAAQ,0,347,2170,1,1
2021-02-23 22:28:50,0064v00001qHcZJAA0,0,347,2170,1,1
2021-02-23 22:33:52,0064v00001q2RYzAAM,1,1098,6868,1,1
2021-02-23 22:40:05,0064v00001q2ywLAAQ,1,274,1713,3,1
2021-02-23 22:40:05,0064v00001q7w3nAAA,1,274,1713,3,1
2021-02-23 22:40:59,0064v00001q6tmAAAQ,1,36,225,2,1
2021-02-23 22:40:59,0064v00001qHl3CAAS,0,36,225,2,1
2021-02-23 22:56:39,0064v00001q4SovAAE,1,15,91,1,1
2021-02-23 22:56:39,0064v00001q5BbYAAU,1,15,91,1,1
2021-02-23 23:01:35,0064v00001q2vuMAAQ,1,27,165,2,2
2021-02-23 23:01:35,0064v00001q4RjlAAE,1,27,165,2,2
2021-02-23 23:05:34,0064v00001q2vuMAAQ,1,9,53,2,2
2021-02-23 23:05:34,0064v00001q4RjlAAE,1,9,53,2,2
2021-02-23 23:17:01,0064v00001q4SovAAE,1,78,488,2,2
2021-02-23 23:17:01,0064v00001q5BbYAAU,1,78,488,2,2
2021-02-23 23:17:49,0064v00001fhP7YAAU,0,121,752,1,1
2021-02-23 23:17:49,0064v00001fhP82AAE,0,121,752,1,1
2021-02-23 23:17:49,0064v00001q4RLJAA2,0,121,752,1,1
2021-02-23 23:22:53,0064v00001fhiY1AAI,1,1,1,1,1
2021-02-23 23:22:53,0064v00001q4RMgAAM,1,1,1,1,1
2021-02-23 23:23:31,0064v00001q6tMRAAY,1,19,118,3,1
2021-02-23 23:27:22,0064v00001q2vuMAAQ,0,15,93,1,1
2021-02-23 23:27:22,0064v00001q4RjlAAE,0,15,93,1,1
2021-02-23 23:34:59,0064v00001q2vuMAAQ,0,7,39,1,1
2021-02-23 23:34:59,0064v00001q4RjlAAE,0,7,39,1,1
2021-02-23 23:44:28,0061B00001fgln9QAA,0,54,334,1,1
2021-02-23 23:48:12,0064v00001q6tMRAAY,1,25,156,3,1
2021-02-23 23:53:34,0064v00001fhPtxAAE,1,26,163,2,1
2021-02-23 23:53:34,0064v00001q4RGdAAM,1,26,163,2,1
2021-02-23 23:53:34,0064v00001q5BfuAAE,1,26,163,2,1
2021-02-23 23:56:30,0061B00001hsBS8QAM,1,43,264,1,1
2021-02-23 23:56:30,0064v00001q2JxoAAE,1,43,264,1,1
2021-02-23 23:56:30,0064v00001q4RlMAAU,1,43,264,1,1
2021-02-23 23:57:07,0064v00001qHkVjAAK,0,110,688,2,2
2021-02-23 23:58:59,0064v00001fhP7YAAU,0,8,45,1,1
2021-02-23 23:58:59,0064v00001fhP82AAE,0,8,45,1,1
2021-02-23 23:58:59,0064v00001q4RLJAA2,0,8,45,1,1
2021-02-24 00:00:00,0064v00001fhP7YAAU,0,132,825,1,1
2021-02-24 00:00:00,0064v00001fhP82AAE,0,132,825,1,1
2021-02-24 00:00:00,0064v00001q4RLJAA2,0,132,825,1,1
2021-02-24 00:04:52,0061B00001fgiSxQAI,1,666,4165,2,1
2021-02-24 00:04:52,0064v00001q2TEnAAM,1,666,4165,2,1
2021-02-24 00:30:12,0064v00001q43GcAAI,0,21,130,4,1
2021-02-24 00:30:12,0064v00001q4RLKAA2,0,21,130,4,1
2021-02-24 00:30:12,0064v00001q6cOgAAI,0,21,130,4,1
2021-02-24 00:41:50,0064v00001q2uuDAAQ,1,392,2450,2,1
2021-02-24 00:41:50,0064v00001qHZDiAAO,1,392,2450,2,1
2021-02-24 00:41:58,0064v00001q5rDLAAY,0,79,493,1,1
2021-02-24 00:41:58,0064v00001q7h3PAAQ,0,79,493,1,1
2021-02-24 00:43:43,0064v00001q4ROXAA2,0,76,471,1,1
2021-02-24 00:43:43,0064v00001q6YAXAA2,0,76,471,1,1
2021-02-24 00:43:43,0064v00001q6YAwAAM,0,76,471,1,1
2021-02-24 00:48:52,0064v00001fhiPxAAI,1,24,145,1,1
2021-02-24 00:57:13,0061B00001fgiSxQAI,1,143,890,2,1
2021-02-24 00:57:13,0064v00001q2TEnAAM,1,143,890,2,1
2021-02-24 00:58:25,0064v00001q4uppAAA,0,31,190,1,1
2021-02-24 00:58:48,0061B00001fgKElQAM,0,8,46,2,1
2021-02-24 00:58:48,0061B00001fgO8VQAU,0,8,46,2,1
2021-02-24 00:58:48,0061B00001n6smpQAA,0,8,46,2,1
2021-02-24 00:58:48,0064v00001q34ffAAA,0,8,46,2,1
2021-02-24 00:58:48,0064v00001q34hqAAA,0,8,46,2,1
2021-02-24 00:58:48,0064v00001q34hvAAA,0,8,46,2,1
2021-02-24 01:01:59,0061B00001fgiSxQAI,1,81,503,2,2
2021-02-24 01:01:59,0064v00001q2TEnAAM,1,81,503,2,2
2021-02-24 01:02:29,0061B00001fgKElQAM,0,12,72,2,1
2021-02-24 01:02:29,0061B00001fgO8VQAU,0,12,72,2,1
2021-02-24 01:02:29,0061B00001n6smpQAA,0,12,72,2,1
2021-02-24 01:02:29,0064v00001q34ffAAA,0,12,72,2,1
2021-02-24 01:02:29,0064v00001q34hqAAA,0,12,72,2,1
2021-02-24 01:02:29,0064v00001q34hvAAA,0,12,72,2,1
2021-02-24 01:02:31,0061B00001fgiSxQAI,1,88,549,2,1
2021-02-24 01:02:31,0064v00001q2TEnAAM,1,88,549,2,1
2021-02-24 01:20:34,0064v00001q41E4AAI,1,54,335,1,1
2021-02-24 01:22:22,0064v00001q4uppAAA,0,32,200,1,1
2021-02-24 01:22:27,0064v00001q5rDLAAY,0,60,373,1,1
2021-02-24 01:22:27,0064v00001q7h3PAAQ,0,60,373,1,1
2021-02-24 01:23:41,0061B00001fgKElQAM,0,7,41,2,1
2021-02-24 01:23:41,0061B00001fgO8VQAU,0,7,41,2,1
2021-02-24 01:23:41,0061B00001n6smpQAA,0,7,41,2,1
2021-02-24 01:23:41,0064v00001q34ffAAA,0,7,41,2,1
2021-02-24 01:23:41,0064v00001q34hqAAA,0,7,41,2,1
2021-02-24 01:23:41,0064v00001q34hvAAA,0,7,41,2,1
2021-02-24 01:24:30,0064v00001fhkQpAAI,0,21,126,1,1
2021-02-24 01:24:30,0064v00001q2SVTAA2,0,21,126,1,1
2021-02-24 01:27:34,0061B00001fgKElQAM,0,1,4,2,1
2021-02-24 01:27:34,0061B00001fgO8VQAU,0,1,4,2,1
2021-02-24 01:27:34,0061B00001n6smpQAA,0,1,4,2,1
2021-02-24 01:27:34,0064v00001q34ffAAA,0,1,4,2,1
2021-02-24 01:27:34,0064v00001q34hqAAA,0,1,4,2,1
2021-02-24 01:27:34,0064v00001q34hvAAA,0,1,4,2,1
2021-02-24 01:31:23,0064v00001q79liAAA,0,15,88,1,1
2021-02-24 01:36:15,0064v00001q6tmAAAQ,1,22,134,2,1
2021-02-24 01:36:15,0064v00001qHl3CAAS,0,22,134,2,1
2021-02-24 01:39:35,0061B00001fgVeHQAU,0,102,636,1,1
2021-02-24 01:54:39,0061B00001fgKElQAM,0,481,3009,1,0
2021-02-24 01:54:39,0061B00001fgO8VQAU,0,481,3009,1,0
2021-02-24 01:54:39,0061B00001n6smpQAA,0,481,3009,1,0
2021-02-24 01:54:39,0064v00001q34ffAAA,0,481,3009,1,0
2021-02-24 01:54:39,0064v00001q34hqAAA,0,481,3009,1,0
2021-02-24 01:54:39,0064v00001q34hvAAA,0,481,3009,1,0
2021-02-24 02:04:03,0064v00001qHWiMAAW,0,944,5907,1,1
2021-02-24 02:08:46,0061B00001V7wjXQAR,1,38,233,2,2
2021-02-24 02:09:05,0061B00001fQoiXQAS,0,221,1377,1,1
2021-02-24 02:12:09,0064v00001fhEnIAAU,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEnNAAU,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEnSAAU,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEnXAAU,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEvbAAE,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEvgAAE,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEvqAAE,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEwUAAU,0,13,76,2,1
2021-02-24 02:12:09,0064v00001fhEz4AAE,0,13,76,2,1
2021-02-24 02:15:15,0064v00001q6tmAAAQ,1,36,224,2,1
2021-02-24 02:15:15,0064v00001qHl3CAAS,0,36,224,2,1
2021-02-24 02:21:04,0064v00001fhkQpAAI,0,31,193,1,1
2021-02-24 02:21:04,0064v00001q2SVTAA2,0,31,193,1,1
2021-02-24 02:21:51,0061B00001fQoiXQAS,0,251,1569,1,1
2021-02-24 02:29:50,0061B00001fgogGQAQ,0,18,107,2,2
2021-02-24 02:42:47,0064v00001fhkQpAAI,0,49,303,1,1
2021-02-24 02:42:47,0064v00001q2SVTAA2,0,49,303,1,1
2021-02-24 02:47:58,0064v00001q2uuDAAQ,1,60,375,1,1
2021-02-24 02:47:58,0064v00001qHZDiAAO,1,60,375,1,1
2021-02-24 02:50:14,0064v00001fhP7YAAU,0,47,289,1,1
2021-02-24 02:50:14,0064v00001fhP82AAE,0,47,289,1,1
2021-02-24 02:50:14,0064v00001q4RLJAA2,0,47,289,1,1
2021-02-24 02:58:35,0064v00001fhEsNAAU,0,33,203,4,1
2021-02-24 02:58:35,0064v00001fhEsSAAU,0,33,203,4,1
2021-02-24 02:58:35,0064v00001fhEsXAAU,0,33,203,4,1
2021-02-24 02:58:35,0064v00001fhEscAAE,0,33,203,4,1
2021-02-24 03:13:26,0064v00001fhiPxAAI,1,26,163,1,1
2021-02-24 03:13:49,0061B00001mqI1nQAE,1,495,3094,3,1
2021-02-24 03:13:49,0064v00001q2lZzAAI,1,495,3094,3,1
2021-02-24 03:21:11,0064v00001q2Xq6AAE,0,34,210,1,0
2021-02-24 03:21:26,0064v00001q5rDLAAY,0,118,734,1,1
2021-02-24 03:21:26,0064v00001q7h3PAAQ,0,118,734,1,1
2021-02-24 03:25:55,0064v00001fhiPxAAI,1,43,267,2,1
2021-02-24 03:37:29,0061B00001n6NKSQA2,0,117,728,3,3
2021-02-24 03:40:30,0064v00001qHWiMAAW,0,945,5912,1,1
2021-02-24 03:58:34,0064v00001q43GcAAI,0,37,226,4,1
2021-02-24 03:58:34,0064v00001q4RLKAA2,0,37,226,4,1
2021-02-24 03:58:34,0064v00001q6cOgAAI,0,37,226,4,1
2021-02-24 04:03:52,0064v00001qHWiMAAW,0,49,304,1,1
2021-02-24 04:19:54,0064v00001fhzjKAAQ,1,11,64,2,2
2021-02-24 04:25:45,0064v00001q2uuDAAQ,1,38,235,1,1
2021-02-24 04:25:45,0064v00001qHZDiAAO,1,38,235,1,1
2021-02-24 05:01:50,0064v00001q4RXFAA2,0,169,1054,1,1
2021-02-24 05:20:45,0064v00001q2HS5AAM,0,20,122,1,1
2021-02-24 05:20:45,0064v00001q51P6AAI,0,20,122,1,1
2021-02-24 06:51:29,0064v00001q761tAAA,1,338,2114,2,1
2021-02-24 06:52:48,0064v00001q2HS5AAM,0,3,19,1,1
2021-02-24 06:52:48,0064v00001q51P6AAI,0,3,19,1,1
2021-02-24 07:34:02,0064v00001q41E4AAI,1,40,249,1,1
2021-02-24 08:02:28,0061B00001n5i04QAA,0,71,440,1,1
2021-02-24 08:24:24,0064v00001q2Xq6AAE,0,5,29,1,0
2021-02-24 09:53:40,0064v00001q2VA2AAM,0,8,46,1,1
2021-02-24 13:11:40,0064v00001qHFP8AAO,1,42,258,1,1
2021-02-24 13:29:28,0064v00001q2ywLAAQ,1,23,142,3,1
2021-02-24 13:29:28,0064v00001q7w3nAAA,1,23,142,3,1
2021-02-24 14:29:56,0061B00001fgVeHQAU,0,87,545,1,1
2021-02-24 15:12:09,0064v00001q4ROXAA2,0,212,1327,1,1
2021-02-24 15:12:09,0064v00001q6YAXAA2,0,212,1327,1,1
2021-02-24 15:12:09,0064v00001q6YAwAAM,0,212,1327,1,1
2021-02-24 16:10:13,0064v00001q4ROXAA2,0,213,1329,1,1
2021-02-24 16:10:13,0064v00001q6YAXAA2,0,213,1329,1,1
2021-02-24 16:10:13,0064v00001q6YAwAAM,0,213,1329,1,1
2021-02-24 16:46:53,0064v00001q2jpBAAQ,0,229,1432,1,1
2021-02-24 16:46:53,0064v00001q5o2AAAQ,0,229,1432,1,1
2021-02-24 16:46:53,0064v00001q7Y2GAAU,0,229,1432,1,1
2021-02-24 16:53:15,0064v00001qHKQNAA4,1,30,184,3,1
2021-02-24 17:33:20,0061B00001n7EoGQAU,0,163,1016,1,1
2021-02-24 17:40:10,0064v00001qHKQNAA4,1,18,110,3,1
2021-02-24 17:47:03,0064v00001fhhn3AAA,0,159,992,1,1
2021-02-24 18:44:46,0064v00001q42sjAAA,0,20,120,1,1
2021-02-24 18:51:18,0064v00001qHjVOAA0,1,141,882,2,1
2021-02-24 18:53:15,0064v00001q42xFAAQ,1,128,801,4,3
2021-02-24 18:53:55,0064v00001q4So2AAE,0,43,269,1,1
2021-02-24 18:54:21,0064v00001q42xFAAQ,1,17,107,4,1
2021-02-24 18:54:46,0061B00001fgVeHQAU,0,1,1,1,1
2021-02-24 18:58:13,0064v00001q4uxyAAA,0,47,289,1,1
2021-02-24 19:12:40,0064v00001q4uxyAAA,0,31,193,1,1
2021-02-24 19:14:32,0064v00001q4uxyAAA,0,25,155,1,1
2021-02-24 19:27:37,0064v00001fhufbAAA,0,38,234,1,1
2021-02-24 19:27:37,0064v00001qHfniAAC,0,38,234,1,1
2021-02-24 19:34:09,0064v00001fhiPxAAI,1,24,146,2,1
2021-02-24 19:36:18,0064v00001q42xFAAQ,1,67,416,3,1
2021-02-24 19:48:46,0064v00001q2Xq6AAE,0,25,153,1,0
2021-02-24 19:52:28,0064v00001q42sjAAA,0,27,169,1,1
2021-02-24 20:23:54,0064v00001q6tMRAAY,1,49,303,3,1
2021-02-24 20:33:22,0064v00001q6tmAAAQ,1,86,536,3,2
2021-02-24 20:33:22,0064v00001qHl3CAAS,0,86,536,3,2
2021-02-24 20:39:41,0064v00001q4zFmAAI,0,174,1088,1,1
2021-02-24 20:39:41,0064v00001q5iAgAAI,0,174,1088,1,1
2021-02-24 20:43:06,0064v00001q42xFAAQ,0,278,1735,1,1
2021-02-24 20:43:23,0064v00001q42xFAAQ,0,69,431,2,1
2021-02-24 20:47:14,0064v00001q4RW2AAM,0,48,296,1,1
2021-02-24 20:47:14,0064v00001q6tfnAAA,0,48,296,1,1
2021-02-24 20:47:14,0064v00001q6uBdAAI,0,48,296,1,1
2021-02-24 20:48:02,0061B00001fgf4oQAA,0,57,352,3,3
2021-02-24 20:48:02,0061B00001fgf4tQAA,0,57,352,3,3
2021-02-24 20:49:44,0061B00001hqy61QAA,0,559,3496,1,1
2021-02-24 20:54:03,0064v00001q2iUlAAI,1,1,1,1,1
2021-02-24 21:01:47,0061B00001fgKElQAM,0,20,119,1,1
2021-02-24 21:01:47,0061B00001fgO8VQAU,0,20,119,1,1
2021-02-24 21:01:47,0061B00001n6smpQAA,0,20,119,1,1
2021-02-24 21:01:47,0064v00001q34ffAAA,0,20,119,1,1
2021-02-24 21:01:47,0064v00001q34hqAAA,0,20,119,1,1
2021-02-24 21:01:47,0064v00001q34hvAAA,0,20,119,1,1
2021-02-24 21:01:58,0061B00001fgf4oQAA,0,43,266,3,3
2021-02-24 21:01:58,0061B00001fgf4tQAA,0,43,266,3,3
2021-02-24 21:03:11,0064v00001q2HXPAA2,1,12,70,3,1
2021-02-24 21:03:58,0064v00001q42xFAAQ,0,1,1,1,1
2021-02-24 21:04:46,0064v00001q2HXPAA2,1,23,140,3,1
2021-02-24 21:11:19,0064v00001q7EoEAAU,0,38,234,1,1
2021-02-24 21:12:57,0064v00001q2HXPAA2,0,4,21,1,1
2021-02-24 21:16:54,0064v00001q2HXPAA2,0,1,4,1,1
2021-02-24 21:17:03,0064v00001q2HXPAA2,0,1,1,1,1
2021-02-24 21:17:15,0064v00001q2oQ7AAI,0,245,1531,1,1
2021-02-24 21:18:33,0064v00001fhEnIAAU,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEnNAAU,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEnSAAU,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEnXAAU,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEvbAAE,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEvgAAE,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEvqAAE,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEwUAAU,0,14,86,3,1
2021-02-24 21:18:33,0064v00001fhEz4AAE,0,14,86,3,1
2021-02-24 21:23:03,0064v00001fhPtxAAE,1,591,3697,4,1
2021-02-24 21:23:03,0064v00001q4RGdAAM,1,591,3697,4,1
2021-02-24 21:23:03,0064v00001q5BfuAAE,1,591,3697,4,1
2021-02-24 21:27:11,0064v00001qHWiMAAW,1,437,2735,2,1
2021-02-24 21:37:10,0064v00001qHN5zAAG,1,252,1576,2,1
2021-02-24 21:42:32,0064v00001q4ROXAA2,0,275,1716,1,1
2021-02-24 21:42:32,0064v00001q6YAXAA2,0,275,1716,1,1
2021-02-24 21:42:32,0064v00001q6YAwAAM,0,275,1716,1,1
2021-02-24 21:55:22,0064v00001qHWTqAAO,0,5,26,1,1
2021-02-24 21:57:55,0064v00001fhEnIAAU,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEnNAAU,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEnSAAU,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEnXAAU,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEvbAAE,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEvgAAE,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEvqAAE,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEwUAAU,0,25,155,3,1
2021-02-24 21:57:55,0064v00001fhEz4AAE,0,25,155,3,1
2021-02-24 22:00:05,0064v00001qHWiMAAW,1,438,2737,2,1
2021-02-24 22:08:48,0064v00001q2ssBAAQ,0,21,128,1,1
2021-02-24 22:08:57,0064v00001q4ROXAA2,0,221,1380,1,1
2021-02-24 22:08:57,0064v00001q6YAXAA2,0,221,1380,1,1
2021-02-24 22:08:57,0064v00001q6YAwAAM,0,221,1380,1,1
2021-02-24 22:12:20,0064v00001fhkQpAAI,0,47,293,1,1
2021-02-24 22:12:20,0064v00001q2SVTAA2,0,47,293,1,1
2021-02-24 22:14:04,0061B00001fgR2pQAE,0,114,708,1,1
2021-02-24 22:16:36,0064v00001q2vuMAAQ,0,4,24,1,1
2021-02-24 22:16:36,0064v00001q4RjlAAE,0,4,24,1,1
2021-02-24 22:27:35,0064v00001qHWiMAAW,1,266,1659,2,1
2021-02-24 22:28:48,0061B00001fgR2pQAE,0,125,781,1,1
2021-02-24 22:29:25,0064v00001q4ROXAA2,0,249,1556,1,1
2021-02-24 22:29:25,0064v00001q6YAXAA2,0,249,1556,1,1
2021-02-24 22:29:25,0064v00001q6YAwAAM,0,249,1556,1,1
2021-02-24 22:30:51,0064v00001fhEnIAAU,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEnNAAU,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEnSAAU,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEnXAAU,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEvbAAE,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEvgAAE,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEvqAAE,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEwUAAU,0,4,24,2,1
2021-02-24 22:30:51,0064v00001fhEz4AAE,0,4,24,2,1
2021-02-24 22:41:29,0064v00001qHWiMAAW,1,291,1816,2,1
2021-02-24 22:41:44,0064v00001qHWiMAAW,0,1,1,1,1
2021-02-24 22:42:09,0064v00001qHWiMAAW,1,44,273,2,1
2021-02-24 22:42:28,0061B00001fgKElQAM,0,28,170,1,1
2021-02-24 22:42:28,0061B00001fgO8VQAU,0,28,170,1,1
2021-02-24 22:42:28,0061B00001n6smpQAA,0,28,170,1,1
2021-02-24 22:42:28,0064v00001q34ffAAA,0,28,170,1,1
2021-02-24 22:42:28,0064v00001q34hqAAA,0,28,170,1,1
2021-02-24 22:42:28,0064v00001q34hvAAA,0,28,170,1,1
2021-02-24 23:01:03,0061B00001fgR2pQAE,0,147,920,1,1
2021-02-24 23:02:17,0064v00001q6tmAAAQ,1,30,185,5,2
2021-02-24 23:02:17,0064v00001qHl3CAAS,0,30,185,5,2
2021-02-24 23:02:37,0064v00001q2KMjAAM,0,78,485,1,1
2021-02-24 23:13:33,0064v00001q4uppAAA,0,232,1448,1,1
2021-02-24 23:14:58,0064v00001q4RUlAAM,0,51,315,1,1
2021-02-24 23:14:58,0064v00001q6lF8AAI,0,51,315,1,1
2021-02-24 23:15:05,0061B00001fgKElQAM,0,7,40,2,1
2021-02-24 23:15:05,0061B00001fgO8VQAU,0,7,40,2,1
2021-02-24 23:15:05,0061B00001n6smpQAA,0,7,40,2,1
2021-02-24 23:15:05,0064v00001q34ffAAA,0,7,40,2,1
2021-02-24 23:15:05,0064v00001q34hqAAA,0,7,40,2,1
2021-02-24 23:15:05,0064v00001q34hvAAA,0,7,40,2,1
2021-02-24 23:15:52,0061B00001fh4xxQAA,1,21,130,2,1
2021-02-24 23:15:52,0064v00001q37WrAAI,1,21,130,2,1
2021-02-24 23:28:33,0064v00001q5rDLAAY,0,41,252,1,1
2021-02-24 23:28:33,0064v00001q7h3PAAQ,0,41,252,1,1
2021-02-24 23:37:56,0061B00001hsBS8QAM,1,40,248,1,1
2021-02-24 23:37:56,0064v00001q2JxoAAE,1,40,248,1,1
2021-02-24 23:37:56,0064v00001q4RlMAAU,1,40,248,1,1
2021-02-24 23:46:00,0064v00001q5rDLAAY,0,227,1416,1,1
2021-02-24 23:46:00,0064v00001q7h3PAAQ,0,227,1416,1,1
2021-02-24 23:46:57,0064v00001q4uxyAAA,0,806,5044,1,1
2021-02-24 23:57:47,0064v00001q62jwAAA,1,635,3971,2,1
2021-02-24 23:59:51,0064v00001q62jwAAA,1,69,427,2,1
2021-02-25 00:01:33,0064v00001fhEnIAAU,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEnNAAU,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEnSAAU,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEnXAAU,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEvbAAE,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEvgAAE,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEvqAAE,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEwUAAU,0,24,146,2,0
2021-02-25 00:01:33,0064v00001fhEz4AAE,0,24,146,2,0
2021-02-25 00:03:52,0064v00001q2UoGAAU,0,32,199,1,1
2021-02-25 00:03:52,0064v00001q2c7YAAQ,0,32,199,1,1
2021-02-25 00:25:50,0064v00001q4RXFAA2,0,52,320,1,0
2021-02-25 00:27:49,0064v00001q62jwAAA,1,76,473,1,1
2021-02-25 00:32:52,0064v00001q4RXFAA2,0,70,433,1,0
2021-02-25 00:33:57,0064v00001q4RXFAA2,0,287,1795,1,1
2021-02-25 00:43:28,0061B00001fhAXQQA2,1,1,1,1,1
2021-02-25 00:49:24,0064v00001q42sjAAA,0,23,142,2,2
2021-02-25 00:49:40,0064v00001q6tmAAAQ,0,1,1,1,1
2021-02-25 00:49:40,0064v00001qHl3CAAS,0,1,1,1,1
2021-02-25 00:52:07,0061B00001hsBS8QAM,1,21,127,1,1
2021-02-25 00:52:07,0064v00001q2JxoAAE,1,21,127,1,1
2021-02-25 00:52:07,0064v00001q4RlMAAU,1,21,127,1,1
2021-02-25 00:57:21,0061B00001fgKElQAM,0,3,15,2,1
2021-02-25 00:57:21,0061B00001fgO8VQAU,0,3,15,2,1
2021-02-25 00:57:21,0061B00001n6smpQAA,0,3,15,2,1
2021-02-25 00:57:21,0064v00001q34ffAAA,0,3,15,2,1
2021-02-25 00:57:21,0064v00001q34hqAAA,0,3,15,2,1
2021-02-25 00:57:21,0064v00001q34hvAAA,0,3,15,2,1
2021-02-25 01:12:38,0064v00001q4RXFAA2,0,26,158,1,1
2021-02-25 01:14:45,0064v00001q4RIUAA2,1,50,310,1,1
2021-02-25 01:23:50,0064v00001fhhaOAAQ,1,18,112,2,1
2021-02-25 01:23:50,0064v00001qHcZJAA0,1,18,112,2,1
2021-02-25 01:24:05,0064v00001q43GcAAI,0,40,250,2,2
2021-02-25 01:24:05,0064v00001q4RLKAA2,0,40,250,2,2
2021-02-25 01:24:05,0064v00001q6cOgAAI,0,40,250,2,2
2021-02-25 01:24:45,0061B00001fh34HQAQ,1,450,2816,2,1
2021-02-25 01:25:45,0064v00001fhPtxAAE,0,81,503,4,4
2021-02-25 01:25:45,0064v00001q4RGdAAM,0,81,503,4,4
2021-02-25 01:25:45,0064v00001q5BfuAAE,0,81,503,4,4
2021-02-25 01:30:34,0064v00001q7BvcAAE,0,698,4363,1,1
2021-02-25 01:35:56,0061B00001fh34HQAQ,1,221,1380,2,1
2021-02-25 01:37:00,0064v00001fhhaOAAQ,1,15,92,2,1
2021-02-25 01:37:00,0064v00001qHcZJAA0,1,15,92,2,1
2021-02-25 01:37:59,0061B00001n60OgQAI,1,17,104,1,1
2021-02-25 01:37:59,0064v00001q2zNgAAI,1,17,104,1,1
2021-02-25 01:43:41,0064v00001q2KMjAAM,0,77,481,1,1
2021-02-25 01:45:22,0064v00001q2KMjAAM,0,67,415,1,1
2021-02-25 02:08:18,0061B00001n60OgQAI,1,15,90,1,1
2021-02-25 02:08:18,0064v00001q2zNgAAI,1,15,90,1,1
2021-02-25 02:14:16,0064v00001q2KMjAAM,0,71,439,1,1
2021-02-25 02:14:49,0061B00001fgf4oQAA,0,51,315,3,3
2021-02-25 02:14:49,0061B00001fgf4tQAA,0,51,315,3,3
2021-02-25 02:20:30,0064v00001q4SovAAE,1,3078,19263,3,0
2021-02-25 02:20:30,0064v00001q5BbYAAU,1,3078,19263,3,0
2021-02-25 02:22:55,0064v00001q2KMjAAM,0,2,10,1,1
2021-02-25 02:32:32,0061B00001fgln9QAA,0,39,240,2,1
2021-02-25 02:45:52,0064v00001q2HwGAAU,1,31,194,1,1
2021-02-25 02:48:24,0064v00001qHN5zAAG,1,248,1550,2,1
2021-02-25 02:50:42,0061B00001fgKElQAM,0,28,172,1,1
2021-02-25 02:50:42,0061B00001fgO8VQAU,0,28,172,1,1
2021-02-25 02:50:42,0061B00001n6smpQAA,0,28,172,1,1
2021-02-25 02:50:42,0064v00001q34ffAAA,0,28,172,1,1
2021-02-25 02:50:42,0064v00001q34hqAAA,0,28,172,1,1
2021-02-25 02:50:42,0064v00001q34hvAAA,0,28,172,1,1
2021-02-25 02:57:43,0061B00001fgKElQAM,0,43,268,1,1
2021-02-25 02:57:43,0061B00001fgO8VQAU,0,43,268,1,1
2021-02-25 02:57:43,0061B00001n6smpQAA,0,43,268,1,1
2021-02-25 02:57:43,0064v00001q34ffAAA,0,43,268,1,1
