OpportunityId,opp_estimated_close_date,IsWon,CreatedDate,last__fc,n__fc,mean_n_owner_included__fc,mean_duration_in__fc,mean_duration_out__fc,mean_n_recipients__fc,mean_n_to__fc,last__tc,n__tc,mean_n_owner_included__tc,mean_duration_in__tc,mean_duration_out__tc,mean_n_recipients__tc,mean_n_to__tc,last__fo,n__fo,mean_n_owner_included__fo,mean_duration_in__fo,mean_duration_out__fo,mean_n_recipients__fo,mean_n_to__fo,first_created_date,CreatedDate__fq,opp_estimated_close_date__fq,target
0061300001ADuHtAAL,2022-08-29,False,2021-03-24 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-25 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-26 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-27 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-28 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-29 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-30 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-03-31 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q3,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-01 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-02 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-03 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-04 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-05 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-06 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-07 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-08 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-09 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-10 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-11 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-12 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-13 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-14 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-15 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-16 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-17 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-18 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-19 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-20 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-21 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-22 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-23 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-24 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-25 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-26 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-27 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-28 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-29 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-04-30 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-01 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-02 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-03 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-04 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-05 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-06 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-07 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-08 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-09 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-10 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-11 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-12 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-13 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-14 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-15 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-16 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-17 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-18 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-19 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
0061300001ADuHtAAL,2022-08-29,False,2021-05-20 20:53:45,2021-03-01 21:50:11,1.0,0.0,273.0,1707.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-21 20:53:45,2021Q4,2023Q1,False
