,n__fc__x,n__tc__x,n__fc__rw7,n__tc__rw7,n__fc__rw30,n__tc__rw30,n__fc__rw90,n__tc__rw90,duration_in__fc__rw7,target
4889,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4890,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4891,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4892,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4893,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4897,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4898,-0.8115331700238416,-0.826413004819671,-0.6818023842614117,-0.7360582269542151,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-0.035331150677867185,False
4899,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4900,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4906,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4907,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4909,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4910,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4913,-0.8115331700238416,-0.826413004819671,-1.0,-1.0,-0.7523776572625627,-0.7860164701943249,-0.7878268803130803,-0.8098081886363199,-1.0,False
4914,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,-0.009204628176410323,-1.0,False
4915,-1.0,0.03357104623385965,-1.0,-0.20817468086264512,-1.0,0.07941725939131183,-1.0,0.0894035666004489,-1.0,False
4916,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.07517857068968559,-1.0,0.22222293399936732,-1.0,False
4917,-1.0,0.10662393904362655,-1.0,-0.16332437469715344,-1.0,0.11473721953533667,-1.0,0.18098718318726958,-1.0,False
4918,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,0.060116413846835526,-1.0,0.22222293399936732,-1.0,False
4919,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.07517857068968559,-1.0,0.22222293399936732,-1.0,False
4920,-1.0,0.07788035145191041,-1.0,-0.023299379744795345,-1.0,0.13098902323489114,-1.0,0.13682969567820824,-1.0,False
4921,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.3580494105829748,-1.0,0.1918914836042942,-1.0,False
4922,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.0062912606020715245,-1.0,0.22222293399936732,-1.0,False
4923,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.16179133119398004,-1.0,False
4924,-1.0,0.13240551782464682,-1.0,-0.12320440870482285,-1.0,0.13880495911598945,-1.0,0.21248029696275683,-1.0,False
4925,-1.0,0.10662393904362655,-1.0,-0.20817468086264512,-1.0,0.10627880063923589,-1.0,0.18098718318726958,-1.0,False
4926,-1.0,0.06036040543767429,-1.0,-0.023299379744795345,-1.0,0.08863325652595644,-1.0,0.1188305371640912,-1.0,False
4927,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,0.1918914836042942,-1.0,False
4928,-1.0,0.06751612359370185,-1.0,-0.05377864125700682,-1.0,0.11473721953533667,-1.0,0.13243938148742074,-1.0,False
4929,-1.0,0.08455896316317713,-1.0,-0.05377864125700682,-1.0,0.09758208533818613,-1.0,0.15372049102680352,-1.0,False
4930,-1.0,0.13240551782464682,-1.0,-0.08691148484622191,-1.0,0.1682284484887191,-1.0,0.20915433159710894,-1.0,False
4931,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06221413441038526,-1.0,False
4932,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06221413441038526,-1.0,False
4933,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.3216882589721143,-1.0,0.1918914836042942,-1.0,False
4934,-1.0,0.1404414938188021,-1.0,-0.387146181750608,-1.0,0.15386711595884006,-1.0,0.22222293399936732,-1.0,False
4935,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.16179133119398004,-1.0,False
4936,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.5031456303010358,-1.0,0.1918914836042942,-1.0,False
4937,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
4938,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.0894035666004489,-1.0,False
4939,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.032031122635687304,-1.0,False
4940,-1.0,0.04540473253433919,-1.0,-0.16332437469715344,-1.0,0.049993770018582184,-1.0,0.09956727606026172,-1.0,False
4941,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,0.060116413846835526,-1.0,0.22222293399936732,-1.0,False
4942,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
4943,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.025574618086223744,-1.0,False
4944,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.1577855843864968,-1.0,False
4945,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.20816684727905166,-1.0,0.22222293399936732,-1.0,False
4946,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06221413441038526,-1.0,False
4947,-1.0,0.12127332525205792,-1.0,-0.05377864125700682,-1.0,0.13880495911598945,-1.0,0.19543203315470503,-1.0,False
4948,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.032031122635687304,-1.0,False
4949,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,-0.016722599361310153,-1.0,False
4950,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.09453247823067468,-1.0,False
4951,-1.0,0.1404414938188021,-1.0,-0.47211645390843004,-1.0,0.08863325652595644,-1.0,0.22222293399936732,-1.0,False
4952,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06221413441038526,-1.0,False
4953,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,0.1772539448767827,-1.0,False
4954,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,0.01746761154182863,-1.0,0.22222293399936732,-1.0,False
4955,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.09101347631469736,-1.0,0.22222293399936732,-1.0,False
4956,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0018871603128708392,-1.0,False
4957,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.032031122635687304,-1.0,False
4958,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.025574618086223744,-1.0,False
4959,-1.0,0.1404414938188021,-1.0,-0.47211645390843004,-1.0,0.1229700534909779,-1.0,0.22222293399936732,-1.0,False
4960,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.025574618086223744,-1.0,False
4961,-1.0,0.10051551189474273,-1.0,-0.16332437469715344,-1.0,0.10627880063923589,-1.0,0.1577855843864968,-1.0,False
4962,-1.0,0.1404414938188021,-1.0,-0.47211645390843004,-1.0,0.11473721953533667,-1.0,0.22222293399936732,-1.0,False
4963,-1.0,0.08455896316317713,-1.0,0.004920008742480553,-1.0,0.1229700534909779,-1.0,0.15372049102680352,-1.0,False
4964,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,0.1772539448767827,-1.0,False
4965,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.09453247823067468,-1.0,False
4966,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,0.1772539448767827,-1.0,False
4967,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
4968,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.20816684727905166,-1.0,0.21901367188198284,-1.0,False
4969,-1.0,0.04540473253433919,-1.0,-0.05377864125700682,-1.0,0.07941725939131183,-1.0,0.1141400163973263,-1.0,False
4970,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.16179133119398004,-1.0,False
4971,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.025574618086223744,-1.0,False
4972,-1.0,0.13240551782464682,-1.0,-0.12320440870482285,-1.0,0.13880495911598945,-1.0,0.21248029696275683,-1.0,False
4973,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.20816684727905166,-1.0,0.22222293399936732,-1.0,False
4974,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
4975,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.07517857068968559,-1.0,0.22222293399936732,-1.0,False
4976,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06221413441038526,-1.0,False
4977,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.09453247823067468,-1.0,False
4978,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,0.049993770018582184,-1.0,0.22222293399936732,-1.0,False
4979,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.1141400163973263,-1.0,False
4980,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
4981,-1.0,0.12966851684274228,-1.0,-0.05377864125700682,-1.0,0.14642788906564808,-1.0,0.19892747893529772,-1.0,False
4982,-1.0,0.049228212865085164,-1.0,-0.05377864125700682,-1.0,0.07941725939131183,-1.0,0.1141400163973263,-1.0,False
4983,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,-0.03240622697718332,-1.0,False
4984,-1.0,0.1404414938188021,-1.0,-0.47211645390843004,-1.0,0.10627880063923589,-1.0,0.22222293399936732,-1.0,False
4985,-1.0,0.10662393904362655,-1.0,-0.12320440870482285,-1.0,0.14642788906564808,-1.0,0.18098718318726958,-1.0,False
4986,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.1577855843864968,-1.0,False
4987,-1.0,0.11841120156102569,-1.0,-0.20817468086264512,-1.0,0.10627880063923589,-1.0,0.18098718318726958,-1.0,False
4988,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.0894035666004489,-1.0,False
4989,-1.0,0.08455896316317713,-1.0,-0.05377864125700682,-1.0,0.13098902323489114,-1.0,0.1577855843864968,-1.0,False
4990,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.1141400163973263,-1.0,False
4991,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.16179133119398004,-1.0,False
4992,-1.0,0.1404414938188021,-1.0,-0.20817468086264512,-1.0,0.15386711595884006,-1.0,0.22222293399936732,-1.0,False
4993,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.1141400163973263,-1.0,False
4994,-1.0,0.1404414938188021,-1.0,-0.12320440870482285,-1.0,0.13098902323489114,-1.0,0.21248029696275683,-1.0,False
4995,-1.0,0.10662393904362655,-1.0,-0.08691148484622191,-1.0,0.13098902323489114,-1.0,0.17346921200236998,-1.0,False
4996,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.04575508131695594,-1.0,0.22222293399936732,-1.0,False
4997,-1.0,0.13240551782464682,-1.0,-0.12320440870482285,-1.0,0.13880495911598945,-1.0,0.21248029696275683,-1.0,False
4998,-1.0,0.08783264503575694,-1.0,-0.08691148484622191,-1.0,0.09758208533818613,-1.0,0.15372049102680352,-1.0,False
4999,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.06011641384683519,-1.0,0.22222293399936732,-1.0,False
5000,-1.0,0.08124192000625197,-1.0,0.031191630900815337,-1.0,0.11473721953533667,-1.0,0.1495942661567602,-1.0,False
5001,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.13682969567820824,-1.0,False
5002,-1.0,0.1404414938188021,-1.0,-0.16332437469715344,-1.0,0.15386711595884006,-1.0,0.22222293399936732,-1.0,False
5003,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.20816684727905166,-1.0,0.22222293399936732,-1.0,False
5004,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-1.0,-1.0,0.06787183553375731,-1.0,False
5005,-1.0,0.1404414938188021,-1.0,-1.0,-1.0,-0.16398975978709285,-1.0,0.22222293399936732,-1.0,False
5006,-0.8115331700238416,0.1269012721439835,-1.0,-0.7360582269542151,-1.0,-0.44686059968038205,-1.0,-0.0018871603128708392,-1.0,False
5007,-0.8115331700238416,0.11258691354018002,-1.0,-0.5816621873485768,-1.0,-0.14406588077729965,-0.7878268803130803,0.06787183553375731,-1.0,False
5008,-0.8115331700238416,0.049228212865085164,-1.0,-0.387146181750608,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5009,-0.8115331700238416,0.10962317365903007,-1.0,-0.47211645390843004,-1.0,-0.14406588077729965,-0.7878268803130803,0.06787183553375731,-1.0,False
5010,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5031456303010358,-1.0,-0.009204628176410323,-1.0,False
5011,-0.8115331700238416,0.04540473253433919,-1.0,-0.387146181750608,-0.7523776572625627,0.01746761154182863,-0.7878268803130803,-0.07605179496635384,-1.0,False
5012,-0.8115331700238416,0.04540473253433919,-1.0,-0.387146181750608,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5013,-0.8115331700238416,0.1269012721439835,-1.0,-0.5816621873485768,-1.0,-0.44686059968038205,-1.0,-0.0018871603128708392,-1.0,False
5014,-0.8115331700238416,0.07447304586938808,-1.0,-0.387146181750608,-1.0,-0.06011641384683519,-0.7878268803130803,0.012187144313886566,-1.0,False
5015,-0.8115331700238416,0.11258691354018002,-1.0,-0.5816621873485768,-1.0,-0.20816684727905166,-0.7878268803130803,0.07341523180937282,-1.0,False
5016,-0.8115331700238416,0.06036040543767429,-1.0,-0.387146181750608,-0.7523776572625627,-0.03203224534825633,-0.7878268803130803,-0.016722599361310153,-1.0,False
5017,-0.8115331700238416,0.07447304586938808,-1.0,-0.31772041430279185,-0.7523776572625627,-0.018893540069031878,-0.7878268803130803,-0.009204628176410323,-1.0,False
5018,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.07517857068968559,-0.7878268803130803,0.03833918856477547,-1.0,False
5019,-0.8115331700238416,0.09740450173759951,-1.0,-0.47211645390843004,-1.0,-0.07517857068968559,-0.7878268803130803,0.044505488134175986,-1.0,False
5020,-0.8115331700238416,0.04540473253433919,-1.0,-0.20817468086264512,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5021,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.04059754520691983,-1.0,False
5022,-0.8115331700238416,0.11841120156102569,-1.0,-1.0,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5023,-0.8115331700238416,0.12410310787025991,-1.0,-0.7360582269542151,-1.0,-0.399272284360778,-0.7878268803130803,0.032031122635687304,-1.0,False
5024,-0.8115331700238416,0.10662393904362655,-1.0,-0.47211645390843004,-1.0,-0.10770472916643925,-0.7878268803130803,0.06221413441038526,-1.0,False
5025,-0.8115331700238416,0.11841120156102569,-1.0,-0.5816621873485768,-1.0,-0.18528875455510285,-0.7878268803130803,0.07884885061480129,-1.0,False
5026,-0.8115331700238416,0.07447304586938808,-1.0,-0.20817468086264512,-1.0,-0.06011641384683519,-0.7878268803130803,0.012187144313886566,-1.0,False
5027,-0.8115331700238416,0.06036040543767429,-1.0,-0.387146181750608,-0.7523776572625627,0.060116413846835526,-0.7878268803130803,-0.04059754520691983,-1.0,False
5028,-0.8115331700238416,0.11551598900199145,-1.0,-0.5816621873485768,-1.0,-0.20816684727905166,-0.7878268803130803,0.07341523180937282,-1.0,False
5029,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.04059754520691983,-1.0,False
5030,-0.8115331700238416,0.06036040543767429,-1.0,-0.387146181750608,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.016722599361310153,-1.0,False
5031,-0.8115331700238416,0.04540473253433919,-1.0,-0.20817468086264512,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5032,-0.8115331700238416,0.10662393904362655,-1.0,-0.47211645390843004,-1.0,-0.16398975978709285,-0.7878268803130803,0.06221413441038526,-1.0,False
5033,-0.8115331700238416,0.09740450173759951,-1.0,-1.0,-1.0,-0.1253502732797186,-0.7878268803130803,0.025574618086223744,-1.0,False
5034,-0.8115331700238416,0.09740450173759951,-1.0,-0.47211645390843004,-1.0,-0.14406588077729965,-0.7878268803130803,0.044505488134175986,-1.0,False
5035,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.07517857068968559,-0.7878268803130803,0.025574618086223744,-1.0,False
5036,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.3216882589721143,-0.7878268803130803,0.0894035666004489,-1.0,False
5037,-0.8115331700238416,0.12410310787025991,-1.0,-0.7360582269542151,-1.0,-0.399272284360778,-0.7878268803130803,0.07341523180937282,-1.0,False
5038,-0.8115331700238416,0.11841120156102569,-1.0,-0.7360582269542151,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5039,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.07517857068968559,-0.7878268803130803,0.03833918856477547,-1.0,False
5040,-0.8115331700238416,0.11841120156102569,-1.0,-0.5816621873485768,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5041,-0.8115331700238416,0.10662393904362655,-1.0,-0.31772041430279185,-1.0,-0.10770472916643925,-0.7878268803130803,0.05643731508107375,-1.0,False
5042,-0.8115331700238416,0.06396382152129876,-1.0,-0.387146181750608,-0.7523776572625627,-0.03203224534825633,-0.7878268803130803,-0.016722599361310153,-1.0,False
5043,-0.8115331700238416,0.08783264503575694,-1.0,-0.47211645390843004,-1.0,-0.07517857068968559,-0.7878268803130803,0.025574618086223744,-1.0,False
5044,-0.8115331700238416,0.1269012721439835,-1.0,-0.7360582269542151,-1.0,-0.44686059968038205,-1.0,-0.0018871603128708392,-1.0,False
5045,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.009204628176410323,-1.0,False
5046,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.04059754520691983,-1.0,False
5047,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.07517857068968559,-0.7878268803130803,0.025574618086223744,-1.0,False
5048,-0.8115331700238416,0.07447304586938808,-1.0,-0.387146181750608,-1.0,-0.07517857068968559,-0.7878268803130803,0.012187144313886566,-1.0,False
5049,-0.8115331700238416,0.06036040543767429,-1.0,-0.387146181750608,-0.7523776572625627,-0.03203224534825633,-0.7878268803130803,-0.016722599361310153,-1.0,False
5050,-0.8115331700238416,0.10962317365903007,-1.0,-0.5816621873485768,-1.0,-0.16398975978709285,-0.7878268803130803,0.06221413441038526,-1.0,False
5051,-0.8115331700238416,0.1269012721439835,-1.0,-0.7360582269542151,-1.0,-0.399272284360778,-0.7878268803130803,0.032031122635687304,-1.0,False
5052,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.6608441294860572,-1.0,-0.1060148558009597,-1.0,False
5053,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.44686059968038205,-0.7878268803130803,0.0894035666004489,-1.0,False
5054,-0.8115331700238416,0.11841120156102569,-1.0,-0.5816621873485768,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5055,-0.8115331700238416,0.1269012721439835,-1.0,-0.5816621873485768,-1.0,-0.399272284360778,-0.7878268803130803,0.03833918856477547,-1.0,False
5056,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.3580494105829748,-0.7878268803130803,0.0894035666004489,-1.0,False
5057,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.3580494105829748,-0.7878268803130803,0.0894035666004489,-1.0,False
5058,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.06674958945780873,-1.0,False
5059,-0.8115331700238416,0.11841120156102569,-1.0,-0.5816621873485768,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5060,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.009204628176410323,-1.0,False
5061,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.03240622697718332,-1.0,False
5062,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.07605179496635384,-1.0,False
5063,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.399272284360778,-0.7878268803130803,0.0894035666004489,-1.0,False
5064,-0.8115331700238416,0.11841120156102569,-1.0,-1.0,-1.0,-0.3580494105829748,-0.7878268803130803,0.08417695556272053,-1.0,False
5065,-0.8115331700238416,0.10051551189474273,-1.0,-0.47211645390843004,-1.0,-0.14406588077729965,-0.7878268803130803,0.044505488134175986,-1.0,False
5066,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.04059754520691983,-1.0,False
5067,-0.8115331700238416,0.11551598900199145,-1.0,-0.47211645390843004,-1.0,-0.18528875455510285,-0.7878268803130803,0.07884885061480129,-1.0,False
5068,-0.8115331700238416,0.07447304586938808,-1.0,-0.387146181750608,-1.0,-0.06011641384683519,-0.7878268803130803,0.012187144313886566,-1.0,False
5069,-0.8115331700238416,0.12127332525205792,-1.0,-0.7360582269542151,-1.0,-0.3216882589721143,-0.7878268803130803,0.0894035666004489,-1.0,False
5070,-0.8115331700238416,0.11258691354018002,-1.0,-0.5816621873485768,-1.0,-0.14406588077729965,-0.7878268803130803,0.07341523180937282,-1.0,False
5071,-0.8115331700238416,0.10662393904362655,-1.0,-0.47211645390843004,-1.0,-0.09101347631469736,-0.7878268803130803,0.06221413441038526,-1.0,False
5072,-0.8115331700238416,0.1269012721439835,-1.0,-0.5816621873485768,-1.0,-0.44686059968038205,-0.7878268803130803,0.03833918856477547,-1.0,False
5073,-0.8115331700238416,0.06036040543767429,-1.0,-0.387146181750608,-0.7523776572625627,-0.03203224534825633,-0.7878268803130803,-0.016722599361310153,-1.0,False
5074,-0.8115331700238416,0.11258691354018002,-1.0,-0.5816621873485768,-1.0,-0.20816684727905166,-0.7878268803130803,0.07341523180937282,-1.0,False
5075,-0.8115331700238416,0.09740450173759951,-1.0,-0.47211645390843004,-1.0,-0.09101347631469736,-0.7878268803130803,0.044505488134175986,-1.0,False
5076,-0.8115331700238416,0.1269012721439835,-1.0,-0.7360582269542151,-1.0,-0.5031456303010358,-1.0,-0.009204628176410323,-1.0,False
5077,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.06674958945780873,-1.0,False
5078,-0.8115331700238416,0.11841120156102569,-1.0,-0.5816621873485768,-1.0,-0.18528875455510285,-0.7878268803130803,0.08417695556272053,-1.0,False
5079,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.06011641384683519,-0.7878268803130803,0.018962520233428926,-1.0,False
5080,-0.8115331700238416,0.12410310787025991,-1.0,-0.7360582269542151,-1.0,-0.44686059968038205,-0.7878268803130803,0.0894035666004489,-1.0,False
5081,-0.8115331700238416,0.10051551189474273,-1.0,-0.387146181750608,-1.0,-0.1253502732797186,-0.7878268803130803,0.05053625360199532,-1.0,False
5082,-0.8115331700238416,0.11841120156102569,-1.0,-0.7360582269542151,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5083,-0.8115331700238416,0.04540473253433919,-1.0,-0.20817468086264512,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5084,-0.8115331700238416,0.04540473253433919,-1.0,-0.20817468086264512,-0.7523776572625627,0.049993770018582184,-0.7878268803130803,-0.04904094318159946,-1.0,False
5085,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.06011641384683519,-0.7878268803130803,0.03833918856477547,-1.0,False
5086,-0.8115331700238416,0.11841120156102569,-1.0,-1.0,-1.0,-0.2597386111226311,-0.7878268803130803,0.08417695556272053,-1.0,False
5087,-0.8115331700238416,0.10662393904362655,-1.0,-0.47211645390843004,-1.0,-0.16398975978709285,-0.7878268803130803,0.06221413441038526,-1.0,False
5088,-0.8115331700238416,0.1269012721439835,-1.0,-1.0,-1.0,-0.5720329403886498,-1.0,-0.04059754520691983,-1.0,False
5089,-0.8115331700238416,0.12127332525205792,-1.0,-1.0,-1.0,-0.3580494105829748,-0.7878268803130803,0.08417695556272053,-1.0,False
5090,-0.8115331700238416,0.1269012721439835,-1.0,-0.5816621873485768,-1.0,-0.399272284360778,-0.7878268803130803,0.03833918856477547,-1.0,False
5091,-0.8115331700238416,0.08783264503575694,-1.0,-0.387146181750608,-1.0,-0.06011641384683519,-0.7878268803130803,0.03833918856477547,-1.0,False
